file,id_sente,id_article,domain,year,sentences,classe
C93_Estadao_15-12-2006_14h59,5639,c93e,politics,2006,Hoje o salário dos parlamentares do Estado é de R$8 mil.,0
C16_Folha_21-08-2006_10h14_titulo,353,c16f,politics,2006,Parlamentares sanguessugas têm até a meia-noite de hoje para renunciar,1
C33_Estadao_25-09-2007_10h51,1427,c33e,politics,2007,Os murais pintados pelo artista brasileiro denunciam a violência e exaltam o amor e o entendimento.,1
C78_Folha_18-10-2022_22h25,4665,c78f,world,2022,"Ophélie Toulliou, que perdeu seu irmão, disse ter ouvido três pilotos ""que enfrentaram uma situação que não compreendiam e que os sobrepujou completamente, pessoas que demonstraram ter um sangue frio extraordinário e que ouvimos lutar até o final"".",-1
C33_Estadao_25-09-2007_10h51,1398,c33e,politics,2007,"""Podem gerar emprego, renda e favorecer a agricultura familiar"".",-1
C58_Folha_14-07-2022_19h06,2980,c58f,politics,2022,"A menos de 20 dias das eleições, a tesourada acendeu um alerta na equipe de campanha de Bolsonaro, em especial quanto ao Farmácia Popular, programa de distribuição gratuita ou com desconto de medicamentos.",1
C16_Folha_21-08-2006_10h14,336,c16f,politics,2006,"Ao contrário do escândalo do mensalão, no caso dos sanguessugas, os parlamentares estão sendo abandonados pelos partidos --especialmente por ser ano eleitoral.",1
C48_OGlobo_25-09-2022_18h05,2315,c48o,world,2022,"A pesquisa de boca de urna da eleição na Itália divulgada neste domingo (25) aponta que a coalizão de direita - formada pelo partido pós-fascista Irmãos da Itália (Fratelli d'Italia, FDI) de Giorgia Meloni, a Liga de Matteo Salvini e Forza Italia (FI) do magnata Silvio Berlusconi - deve sair vencedora das eleições nacionais.",1
C67_Estadao_15-10-2022_17h00,3735,c67e,politics,2022,"""Não foi uma decisão fácil.",-1
C18_Folha_16-04-2007_15h46,492,c18f,world,2007,"""Estamos chocados"".",-1
C92_Estadao_24-10-2007_18h30_titulo,5567,c92e,politics,2007,"Para o político, a falta de controle de natalidade é uma 'fábrica de produzir marginal'.",-1
C45_Folha_18-10-2007_08h03,2118,c45f,culture,2007,Foi-se um relógio que acabara de ganhar da minha esposa em comemoração ao meu aniversário.,-1
C27_OGlobo_18-10-2007_00h00,1125,c27o,sports,2007,"O troco veio logo em seguida, com Vagner Love girando na entrada da área e por muito pouco não acertando o canto direito.",1
C65_Folha_14-10-2022_13h05,3610,c65f,culture,2022,"""Pensem na Terra, há pessoas que estão destruindo o planeta.",-1
C14_Folha_22-08-2006,240,c14f,world,2006,Acidentes de trem não são incomuns no Egito e quase sempre ocorrem devido à falta de manutenção.,1
C17_OGlobo_24-10-2006_01h21,434,c17o,politics,2006,"Na medida em que surge uma denúncia, o envolvido é destituído e se inicia uma investigação.",-1
C81_Estadao_07-10-2022_08h48,4896,c81e,culture,2022,"Talvez daí a epígrafe emprestada de Jean Genet: ""escrever é o último recurso quando se traiu"".",-1
C95_OGlobo_11-10-2022_21h45,5935,c95o,politics,2022,"Uma camiseta vale dois quilos de carne,  e a Barbara sente que não tem escolha.",1
C48_Estadao_25-09-2022_11h11,2264,c48e,world,2022,"?O partido dela não é fascista?, explica.",-1
C52_Estadao_28-09-2022_12h19,2579,c52e,politics,2022,"A declaração do dirigente partidário contraria o discurso do presidente Jair Bolsonaro (PL), candidato à reeleição pela legenda, que costuma atacar a Corte Eleitoral e as urnas eletrônicas, alegando que ninguém pode ter acesso à área do TSE onde os votos são somados antes da divulgação.",1
C18_Oglobo_2007_17h05,524,c18o,world,2007,"BLACKSBURG, EUA (Reuters) - Pelo menos 32 pessoas foram mortas e muitas outras ficaram feridas na Universidade Virginia Tech na segunda-feira, segundo um assessor do Congresso norte-americano, no tiroteio com maior número de mortos em um campus na história dos Estados Unidos.",1
C49_Folha_17-07-2007_08h25,2373,c49f,politics,2007,"O importante é que foi uma abertura extraordinária dos Jogos Pan-Americanos"", afirmou.",-1
C17_Estadao_20-08-2006_21h41,362,c17e,politics,2006,"""Eu não posso ficar fazendo propaganda de deputado porque tem muitos aqui atrás do palco"", disse o presidente.",-1
C74_OGlobo_17-10-2022_13h11,4400,c74o,politics,2022,"Cada vez mais, [queremos] mostrar que temos dois lados bastante distintos.",-1
C76_Folha_18-10-2022_9h58,4546,c76f,daily,2022,"Para simbolizar o fim da era Guimarães, o banco acabou com o uso obrigatório de gravatas.",0
C34_Estadao_20-08-2007_13h22,1487,c34e,politics,2007,A Receita também intensificou a fiscalização nas instituições financeiras.,0
C77_Folha_18-10-2022_10h15,4621,c77f,politics,2022,"O presidente do TSE (Tribunal Superior Eleitoral), Alexandre de Moraes, determinou nesta terça-feira (18) que o Ministério da Defesa entregue, em 48 horas, cópia dos documentos existentes sobre a auditoria das Forças Armadas no processo eleitoral.",0
C66_OGlobo_15-10-2022_08h39,3723,c66o,sports,2022,Eu mesmo decidi parar.,-1
C74_Folha_17-10-2022_15h10,4365,c74f,politics,2022,"E falar em fechar igrejas, templos, isso é totalmente negativo para a imagem do nosso país",-1
C72_Folha_17-10-2022_01h28,4186,c72f,politics,2022,"No total, será de US$ 1,2 bilhão o investimento em Cuba"", disse, em fevereiro.",-1
C49_OGlobo_16-07-2007_11h54,2384,c49o,politics,2007,"Mas Lula disse que não quer explicações: a mim, não me interessa o que aconteceu.",-1
C92_Estadao_24-10-2007_18h30,5559,c92e,politics,2007,"Ao ser questionado sobre a afirmação, se irritou e decidiu ser mais ponderado.",1
C96_Folha_18-10-2022_22h35,5977,c96f,politics,2022,O sucesso da investida foi comemorado com uma enxurrada de memes.,1
C16_Folha_21-08-2006_10h14_titulo,353,c16f,politics,2006,Parlamentares sanguessugas têm até a meia-noite de hoje para renunciar,1
C91_OGlobo_19-12-2007_13h32,5544,c91o,politics,2007,Não há previsão para o julgamento.,0
C80_Estadao_18-10-2022_08h13,4782,c80e,sports,2022,"Favorito, Benzema era o mais cotado por seu grande desempenho na temporada 2021/2022",1
C83_Estadao_02-02-2007_01h03,5033,c83e,politics,2007,"Na terça-feira, já temos duas Medidas Provisórias travando a pauta.",-1
C73_Estadao_17-10-2022_09h18,4252,c73e,sports,2022,"Neymar Jr. e seu pai enfrentam acusações feitas pelo Grupo DIS, que possuía 40% dos direitos econômicos do jogador na época da negociação realizada entre Santos e Barcelona.",0
C16_Estadao_21-08-2006,318,c16e,politics,2006,"Ele, porém, resiste à idéia de abrir mão do mandato.",1
C90_Estadao_20-12-2007_16h28,5434,c90e,politics,2007,"Dom Cappio, em greve de fome desde o dia 27 de novembro,chegou a ser internado na UTI do hospital, mas após uma noite tomando soro foi transferido para um quarto nesta manhã.",0
C81_Estadao_07-10-2022_08h48,4859,c81e,culture,2022,"A literatura, muito além da psicanálise e da sociologia, é a grande linguagem que, ao nos encantar, nos aproxima do essencial da experiência humana e de nós mesmos.",-1
C3_Folha_19-07-2007_21h05,1249,c3f,daily,2007,"Em nota enviada após a exibição da reportagem, a TAM afirma ""que não teve registro de qualquer problema mecânico neste avião no dia 16 de julho"".",-1
C74_Estadao_17-10-2022_13h29,4319,c74e,politics,2022,"Depois, cedeu espaço para os artistas se pronunciarem.",0
C41_OGlobo_14-07-2007_22h03_titulo,1934,c41o,sports,2007,Mister Pan soma 19 medalhas em Pans.,0
C34_Folha_20-08-2007_12h22,1518,c34f,politics,2007,"A partir deste ano, o foco passou a ser o contribuinte e todos os parâmetros disponíveis sobre ele são cruzados.",0
C95_Estadao_10-09-2022_07h25,5856,c95e,politics,2022,"A queda ocorreu mesmo com os alimentos puxando a corda no sentido contrário; juntas, alimentação e bebidas subiram 1,3% no mês.",1
C89_Estadao_31-10-2007_15h02,5358,c89e,politics,2007,"""Quero ser julgado sem prerrogativa de foro, como um igual que sempre fui"", afirmou.",-1
C94_Folha_18-10-2022_18h44,5811,c94f,politics,2022,"Na semana passada, Lira manobrou para facilitar a votação do projeto no plenário, ao anexar o texto de Ricardo Barros (PP-PR), líder do governo na Câmara, a uma proposição que já poderia ser analisada.",1
C79-Folha_17-10-2022_23h01_titulo,4754,c79f,politics,2022,Moro abraça bolsonarismo para fugir de isolamento político.,1
C81_Folha_06-10-2022_15h58,4913,c81f,culture,2022,"Aqui cabe, então, frisar um aspecto que não pode ficar de fora, que é o lugar da mulher.",1
C81_Estadao_07-10-2022_08h48,4870,c81e,culture,2022,"é ""como, ao escrever, não trair o mundo do qual se sai?"" [3] Ao descrever a tensão entre a língua literária que adota, a ""escrita do inimigo"", e a linguagem popular de",-1
C80_OGlobo_17-10-2022_22h05,4840,c80o,sports,2022,"No calendário do futebol, há uma outra premiação superimportante: o Troféu The Best, que é entregue pela FIFA aos melhores de cada ano.",1
C35_Estadao_22-09-2022_00h10,1548,c35e,world,2022,"Após as declarações sobre uso de armas nucleares, a reação das principais autoridades do mundo foi imediata.",0
C85_Estadao_20-08-2007_15h02,5162,c85e,politics,2007,"Citou Dirceu como ""chefe do organograma delituoso"" e listou como integrantes da ""quadrilha"" três ex-dirigentes petistas: José Genoino, Delúbio Soares e Silvio Pereira.",-1
C75_Folha_17-10-2022_15h04,4458,c75f,politics,2022,A declaração do secretário de que as câmeras dos policiais serão usadas para esclarecer o caso contraria a própria campanha de Tarcísio.,-1
C85_Estadao_20-08-2007_15h02,5172,c85e,politics,2007,O desgaste do governo atingiu níveis crítico.,1
C59_Estadao_06-10-2022_20h44,3027,c59e,politics,2022,"As democracias morrem, para usar uma frase do Guimarães Rosa, não de morte matada, mas sim de morte morrida.",-1
C21_Folha_20-08-2007,697,c21f,daily,2007,"De qualquer forma, com ambas abertas, há escalonamento dos vôos para permitir menor intervalo entre eles, evitando perda de tempo com manobras.",0
C64_Folha_14-10-2022_14h07,3546,c64f,culture,2022,"Por ser uma mistura de mentor e amigo de Potter e seus amigos, Hagrid acabou se tornando um dos personagens mais queridos dos fãs.",1
C55_Folha_28-09-2022_00h05,2796,c55f,politics,2022,"Ciro é o segundo com 53% seguido por Lula, com 44%.",0
C16_Estadao_21-08-2006,314,c16e,politics,2006,Devem preferir manter o resto do mandato.,1
C17_OGlobo_24-10-2006_01h21,447,c17o,politics,2006,Também não jogo a culpa nos outros.,-1
C27_OGlobo_18-10-2007_00h00,1122,c27o,sports,2007,O craque do Barcelona cobrou falta quase na entrada da área e a bola raspou o travessão de Viteri.,1
C27_Estadao_18-10-2007_00h04,1051,c27e,sports,2007,"Uma ironia, aliás, pois antes do jogo, quando no telão apareciam os jogadores da seleção, Vágner havia levado uma sonora vaia.",1
C33_Folha_26-09-2007,1454,c33f,politics,2007,"O brasileiro propôs um novo encontro no Rio de Janeiro, nos moldes da Rio 92.",0
C65_Folha_14-10-2022_13h05,3621,c65f,culture,2022,"Antes, em 1956, a obra sofreu dois ataques -um com ácido, que danificou sua parte inferior, e outro de um pintor boliviano, que atirou uma pedra na pintura a óleo, causando também pequenos danos.",0
C27_Folha_17-10-2007_23h53,1079,c27f,sports,2007,"No minuto seguinte, o centroavante em um bonito chute quase fez o segundo gol.",1
C4_Estadao_16-07-2007_09h24_titulo,1821,c4e,daily,2007,Pontos de alagamento e trânsito acima da média,0
C49_Folha_17-07-2007_08h25,2369,c49f,politics,2007,Isso [as vaias] não muda um milímetro do meu comportamento com o Rio de Janeiro.,-1
C35_OGlobo_21-09-2022_21h41_titulo,1595,c35o,world,2022,"?Isso não é um blefe?, disse o presidente russo.",-1
C80_Folha_17-10-2022_16h56,4823,c80f,sports,2022,"O principal momento foi nas oitavas de final da competição europeia, quando anotou três vezes em 17 minutos para eliminar o Paris Saint-Germain (FRA).",1
C78_OGlobo_18-10-2022_08h18,4675,c78o,world,2022,"""Que diabos está acontecendo!""",-1
C72_Folha_17-10-2022_01h28,4199,c72f,politics,2022,"Um levantamento feito pelo Estadão mostrou que o Brasil foi o segundo país com maior número de mortes de crianças por Covid-19, ficando atrás apenas do Peru.",0
C95_Estadao_10-09-2022_07h25,5865,c95e,politics,2022,"No ponto de ônibus, na fila do banco ou no almoço de domingo: a inflação virou assunto entre todos os brasileiros.",1
C92_OGlobo_24-10-2007_08h08,5587,c92o,politics,2007,"Em entrevista ao G1 na última segunda (22), ele se valeu das teses dos autores de ""Freakonomics"", livro dos norte-americanos Steven Levitt e Stephen J. Dubner, que estabelece relação entre a legalização do aborto e a redução da violência nos EUA.",1
C79-OGlobo_18-10-2022_05h02_titulo,4771,c79o,politics,2022,"Relação entre presidente e ex-juiz da Lava-Jato é 'circunstancial' e 'não prospera', avalia.",-1
C75_OGlobo_17-10-2022_14h45,4505,c75o,politics,2022,"O Nico [Osvaldo Nico Gonçalves] delegado-geral está lá, uma equipe do DHPP com três delegados.",-1
C30_Estadao_07-08-2007_07h59,1273,c30e,daily,2007,"A alta, de 41,2%, foi impulsionada pela vendas de ativos e crescimento da carteira de empréstimos.",0
C93_Estadao_15-12-2006_14h59,5661,c93e,politics,2006,"O deputado João Madison Nogueira (PMDB) informou os deputados ganham 75% do que ganha um federal, mas, para que o Legislativo cumpra a decisão do Congresso em reajustar os salários, será preciso fazer adequações e promover alguns cortes para garantir recursos para este pagamento.",0
C43_Estadao_17-07-2007_12h13,2010,c43e,politics,2007,"Qualquer recurso no Supremo seria recebido como uma manobra"", disse Ferrão, que participa da reunião da Mesa Diretora.",-1
C68_OGlobo_16-10-2022_04h01,3880,c68o,world,2022,"O presidente chinês também disse que a China alcançou controle total sobre Hong Kong, o que, para ele, mudou a situação na cidade ""do caos para a governança"".",0
C17_Estadao_20-08-2006_21h41,364,c17e,politics,2006,"""Tem candidato aí com o salto 15, eu vou nas sandálias da humildade"", disse Alckmin numa referência à declaração de vitória de Lula.",-1
C98_Folha_19-10-2022_18h19,6111,c98f,politics,2022,"Eles, assim como a taxa de abstenção que não é possível de constatar antes da eleição, poderão definir a fatura.",1
C84_Folha_15-10-2007_00h00,5119,c84f,politics,2007,"""Achei que não poderia votar isso hoje, tinha que discutir mais.",-1
C35_Folha_22-09-2022_16h54,1574,c35f,world,2022,Quão sérias são as ameaças nucleares de Putin?,0
C84_OGlobo_18-10-2007_16h53,5138,c84o,politics,2007,"- Deveríamos imitar o time de futebol, o jogador muda de time e a torcida fica.",-1
C47_Folha_25-12-2021_11h52,2220,c47f,science,2021,"Nomeado em homenagem ao homem que supervisionou a Nasa em 1960 - década que teve em seu apogeu científico a chegada do homem à Lua - o telescópio James Webb é 100 vezes mais sensível e preciso do que o Hubble, que já tem 30 anos de comissionamento.",0
C6_OGlobo_23-09-2022_16h19,3139,c6o,politics,2022,"É razoável que muitos eleitores não queiram se expor nas ruas para não serem agredidos, o que está ficando muito recorrente.",1
C38_OGlobo_28-07-2007_00h00,1715,c38o,sports,2007,O Brasil tem ainda boas chances de medalhas neste penúltimo dia de competições:,1
C38_Estadao_17-07-2007_12h03,1692,c38e,sports,2007,"Agora, temos de lutar até o resto da semana pelo maior número de medalhas possível.",-1
C52_OGlobo_28-09-2022_10h34,2629,c52o,politics,2022,"O ministro Alexandre de Moraes, presidente do Tribunal Superior Eleitoral (TSE), reafirmou nesta quarta-feira (28) que o processo de totalização de votos dados pelos eleitores aos candidatos é auditável e transparente.",0
C74_Folha_17-10-2022_15h10,4360,c74f,politics,2022,"A religião, o cristianismo, o evangelho, o espiritismo, a gente tem que respeitar a religião.",-1
C48_OGlobo_25-09-2022_18h05,2338,c48o,world,2022,"Também ocorre no momento em que a terceira maior economia da União Europeia, uma das mais endividadas, tenta lidar com a disparada dos preços da energia, as taxas de juros crescentes e as consequências da invasão russa da Ucrânia.",1
C79-Folha_17-10-2022_23h01,4732,c79f,politics,2022,"Ex-juiz e ex-ministro da Justiça e Segurança Pública, Sergio Moro (União Brasil) deu início a um plano para contornar o isolamento político vivido por ele desde que pediu demissão do governo Jair Bolsonaro (PL).",1
C83_Folha_01-02-2007_20h44,5059,c83f,politics,2007,Foram contabilizados ainda 6 votos em branco.,0
C78_Folha_18-10-2022_22h25,4663,c78f,world,2022,"Em frente à sala, as partes civis estavam aturdidas e emocionadas.",-1
C97_Folha_18-10-2022_20h42,6033,c97f,politics,2022,"Grava [o assédio eleitoral], joga na rede social, como se fosse uma coisa normal.",-1
C89_OGlobo_31-10-2007_14h42_titulo,5425,c89o,politics,2007,"Cunha Lima seria julgado pelo Supremo Tribunal Federal, acusado de tentativa de homicídio.",0
C38_OGlobo_28-07-2007_00h00,1715,c38o,sports,2007,O Brasil tem ainda boas chances de medalhas neste penúltimo dia de competições:,1
C35_Estadao_22-09-2022_00h10,1554,c35e,world,2022,Podemos entrar definitivamente em uma terceira guerra mundial?,0
C68_Folha_16-10-2022_10h48,3852,c68f,world,2022,"De Hong Kong, comentários das autoridades questionando as declarações de Xi não são esperados.",0
C79-Folha_17-10-2022_23h01_titulo,4753,c79f,politics,2022,Ex-ministro reatou relação com Bolsonaro em meio à campanha eleitoral e foi levado a debate para provocar Lula.,1
C14_Folha_22-08-2006,246,c14f,world,2006,"O passageiro Eid Mohammed Saber, 37, disse que estava dormindo no momento da batida e que acordou com gritos e com as pessoas se atropelando umas às outras na tentativa de escapar.",0
C80_Folha_17-10-2022_16h56,4828,c80f,sports,2022,"Tudo é possível"", disse, ao ser eleito.",-1
C22_Folha_24-07-2007,760,c22f,daily,2007,"Disseram que cumpriram o dever de me levar para casa e por isso não vão me reembolsar"".",-1
C98_OGlobo_19_10_2022_18h02_titulo,6150,c98o,politics,2022,"A diferença dos candidatos está no limite da margem de erro, com o petista em vantagem, diz o Datafolha.",0
C96_OGlobo_18-10-2022_19h49,5986,c96o,politics,2022,"Bolsonaro conta que viu três ou quatro ""menininhas bonitas, de 14, 15 anos"".",-1
C57_OGlobo_06-10-2022_05h18,2960,c57o,world,2022,"Sem encontrar o garoto, ele esfaqueou outras crianças e professores da escola, uma delas grávida de oito meses, de acordo com a polícia tailandesa.",0
C36_Oglobo_20-07-2007-22h04_titulo,1649,c36o,politics,2007,"Morre, aos 79 anos, o senador Antonio Carlos Magalhães.",0
C92_Folha_25-10-2007_07h30_titulo,5579,c92f,politics,2007,"""Interrupção da gravidez tem tudo a ver com a violência pública"", afirma.",-1
C65_Folha_14-10-2022_13h05,3615,c65f,culture,2022,"A ação, feita pelo grupo Just Stop Oil, ou Parem Com o Petróleo, em Londres, não é a primeira em que eles danificam uma obra de arte para chamar atenção para assuntos relacionados ao meio ambiente.",1
C97_Folha_18-10-2022_20h42,6033,c97f,politics,2022,"Grava [o assédio eleitoral], joga na rede social, como se fosse uma coisa normal.",-1
C84_OGlobo_18-10-2007_16h53,5151,c84o,politics,2007,"O presidente da Câmara, Arlindo Chinaglia (PT-SP), evitou criticar o mérito da proposta, mas lembrou que as matérias sempre podem sofrer alterações e disse que primeiro a Casa vai terminar de votar os projetos infraconstitucionais da reforma política.",1
C52_Folha_28-09-2022_11h06,2618,c52f,politics,2022,"Terminada a votação,",0
C92_Estadao_24-10-2007_18h30,5559,c92e,politics,2007,"Ao ser questionado sobre a afirmação, se irritou e decidiu ser mais ponderado.",1
C58_OGlobo_15-09-2022_21h16,3007,c58o,politics,2022,"Distribui medicamentos de graça para o tratamento de diabetes, asma e hipertensão, ou com até 90% de desconto para doenças como Parkinson e glaucoma.",0
C16_Estadao_21-08-2006,318,c16e,politics,2006,"Ele, porém, resiste à idéia de abrir mão do mandato.",1
C37_OGlobo_17-10-2007_12h21,1680,c37o,daily,2007,"Neste mesmo pavilhão, no início deste mês, os presos quebraram objetos e fizeram um túnel para tentar uma fuga em massa.",0
C75_Folha_17-10-2022_15h04,4482,c75f,politics,2022,"Por ""ruído"", o secretário explicou que o termo se refere à situação em que ""a polícia está em um local onde há um desequilíbrio com quem está no local"".",-1
C73_Estadao_17-10-2022_09h18,4273,c73e,sports,2022,"Os promotores pedem uma multa de 10 milhões de euros para Neymar e seu pai, além de cinco anos de prisão para Rosell por fraude e corrupção, além de uma multa de 10 milhões de euros.",0
C80_OGlobo_17-10-2022_22h05,4836,c80o,sports,2022,"Em 2018, por exemplo, o croata Luka Modric, vice-campeão, foi eleito o melhor jogador na Rússia e depois desbancou Messi e Cristiano Ronaldo, como o melhor do mundo.",1
C22_OGlobo_24-07-2007_10h00,785,c22o,daily,2007,O incidente ainda é conseqüência do Airbus A320 da TAM que se acidentou no local.,0
C38_Estadao_17-07-2007_12h03,1700,c38e,sports,2007,"Thiago, que abriu o revezamento, foi o grande destaque do quarteto nas piscinas do Parque Aquático Maria Lenk.",0
C25_Estadao_30-12-2021_12h34,917,c25e,culture,2021,"Suas palavras sempre impactavam seus leitores, trazendo reflexões e sabedoria.",-1
C81_Folha_06-10-2022_15h58,4931,c81f,culture,2022,os títulos nos quais repassa suas vivências.,0
C11_OGlobo_07-08-2006_08h29,143,c11o,daily,2006,Uma bomba caseira foi atirada contra a sede do Ministério Público (MP).,0
C5_Folha_31-08-2007,2430,c5f,politics,2007,"O acordo foi costurado nos últimos dias com caciques do PMDB e Jobim, que terá carta branca para indicar os substitutos na Anac.",1
C72_Estadao_17-10-2022_00h30,4113,c72e,politics,2022,"Ao final, Lula se saiu melhor porque conseguiu falar mais do seu governo no passado do que Bolsonaro falou do seu.",1
C27_OGlobo_18-10-2007_00h00,1122,c27o,sports,2007,O craque do Barcelona cobrou falta quase na entrada da área e a bola raspou o travessão de Viteri.,1
C81_Estadao_07-10-2022_08h48,4889,c81e,culture,2022,Os fatos ilustram bem a diferença.,1
C48_OGlobo_25-09-2022_18h05,2334,c48o,world,2022,"Se os termos e condições negociados não forem respeitados, o desembolso do dinheiro corre o risco de atrasos significativos.",1
C68_Folha_16-10-2022_10h48,3832,c68f,world,2022,"""A reunificação da pátria será alcançada"", frisou ele neste domingo.",-1
C79-Folha_17-10-2022_23h01,4734,c79f,politics,2022,"Mas as pautas, especialmente relacionadas à segurança pública, são bastante convergentes.",1
C89_Folha_01-11-2007_00h00,5384,c89f,politics,2007,"Agora, não há prazo para encerramento do caso.",0
C84_Estadao_18-10-2007_21h45,5104,c84e,politics,2007,Deu inveja aos militares da época da ditadura.,-1
C30_Estadao_07-08-2007_07h59,1282,c30e,daily,2007,"O desempenho da carteira foi puxado por financiamento de veículos, que cresceu 58,6% no período, e por crédito para micro, pequenas e médias empresas, que avançou 59,7%.",1
C46_Folha_20-09-2022_18h45,2194,c46f,politics,2022,Também acirrou a relação do Judiciário com o governo do presidente Jair Bolsonaro.,1
C64_Oglobo_14-10-2022_13h53,3562,c64o,culture,2022,"Com esse último, venceu três prêmios",0
C80_Folha_17-10-2022_16h56,4809,c80f,sports,2022,"Em uma das maiores reviravoltas já registradas no futebol europeu, o jogador que era sombra de Cristiano Ronaldo e se tornou um pária do futebol francês foi escolhido o melhor do mundo pela revista France Football.",1
C54_Folha_28-09-2022_06h25,2726,c54f,politics,2022,"Ele foi relator do mensalão, processo que atingiu em cheio o governo Lula.",1
C62_Folha_14-10-2022_12h15,3427,c62f,politics,2022,"As emendas de relator somam R$ 16,5 bilhões no Orçamento deste ano e são hoje a principal ferramenta para garantir apoio político para Bolsonaro no Legislativo e para fortalecer os presidentes da Câmara, Arthur Lira (PP-AL), e do Senado, Rodrigo Pacheco (PSD-MG).",0
C48_OGlobo_25-09-2022_18h05,2327,c48o,world,2022,O que acontecerá com os bilhões de euros do fundo de recuperação pós-covid concedidos à Itália pela UE?,0
C83_Folha_01-02-2007_20h44,5063,c83f,politics,2007,Nós levamos isso a sério.,-1
C84_Estadao_18-10-2007_21h45,5095,c84e,politics,2007,"""Tenho absoluta certeza que essa emenda vai sofrer sugestões na Câmara.",-1
C18_Oglobo_2007_17h05,527,c18o,world,2007,"O campus ficou fechado por um dia em agosto passado devido a uma busca por outro homem armado, noticiou a CNN.",0
C60_OGlobo_07-10-2022_09h01,3207,c60o,world,2022,"Um encontro do chanceler Carlos França com seu par russo, Sergei Lavrov, às margens da reunião em Nova York, gerou mal-estar.",1
C81_Estadao_07-10-2022_08h48,4860,c81e,culture,2022,"A narrativa de Ernaux reverbera em nós pela escrita objetiva e delicada, mas também pela tradução de conflitos que, cada um de nós à sua maneira, tem que enfrentar.",1
C78_OGlobo_18-10-2022_08h18,4672,c78o,world,2022,"Nos registros, é possível ouvir o piloto dizendo “não tenho mais o controle do avião”.",-1
C98_Folha_19-10-2022_18h19,6120,c98f,politics,2022,"Nele, a troca de acusações que pauta a campanha do segundo turno se mostrou em todo o esplendor, mas o tom foi relativamente comedido em comparação com o que se vê nas redes sociais e na propaganda de rádio e TV.Outro episódio marcante desta etapa foi a sequência de falas de Bolsonaro sobre meninas venezuelanas que ele abordou no entorno de Brasília.",1
C81_Folha_06-10-2022_15h58,4915,c81f,culture,2022,"Com a premiação, a Academia Sueca mais uma vez faz um reconhecimento ao valor da experiência e da não ficção dentro do ofício literário, que já havia afirmado ao premiar a belarussa Svetlana Aleksiévitch em 2015.No entanto, agora o faz numa chave muito diferente -e, se quisermos, mais facilmente identificável como literária.",1
C54_OGlobo_28-09-2022_07h28_titulo,2755,c54o,politics,2022,"Ex-presidente do STF, Celso de Mello declara voto em Lula nas eleições deste ano",0
C74_Folha_17-10-2022_15h10,4383,c74f,politics,2022,"Se a gente quiser um país melhor para todos nós, agora é a hora"", completou.",-1
C6_OGlobo_23-09-2022_16h19,3138,c6o,politics,2022,"E quanto mais pessoas de baixa renda forem votar, melhor para ele.",1
C6_OGlobo_23-09-2022_16h19_titulo,3145,c6o,politics,2022,PT corre atrás do voto útil e tenta conter abstenção,1
C52_Estadao_28-09-2022_12h19,2579,c52e,politics,2022,"A declaração do dirigente partidário contraria o discurso do presidente Jair Bolsonaro (PL), candidato à reeleição pela legenda, que costuma atacar a Corte Eleitoral e as urnas eletrônicas, alegando que ninguém pode ter acesso à área do TSE onde os votos são somados antes da divulgação.",1
C74_OGlobo_17-10-2022_13h11,4410,c74o,politics,2022,"O cantor Leonardo afirmou que ""isentões"", pessoas que não escolhem lado e não votam, são ""covardes"".",-1
C27_Folha_17-10-2007_23h53,1066,c27f,sports,2007,"Castillo bateu forte, mas a bola passou por cima do gol.",0
C78_Folha_18-10-2022_22h25,4656,c78f,world,2022,"""Nós ouvimos as vozes do além-túmulo"", declarou Alain Jakubowicz, um dos advogados da associação Entraide et Solidarité AF447 (Cooperação e Solidariedade AF447).",-1
C77_Folha_18-10-2022_10h15,4609,c77f,politics,2022,A atuação das Forças Armadas na fiscalização das eleições tem sido utilizada pelo presidente Bolsonaro para justificar seu esforço de desacreditar as urnas eletrônicas.,1
C27_OGlobo_18-10-2007_00h00,1096,c27o,sports,2007,Acabou em goleada o reencontro da Seleção Brasileira com a torcida carioca.,1
C87_Folha_25-07-2007_12h59,5293,c87f,politics,2007,"Jobim, assumindo o ministério da Defesa, vai começar as alterações.",0
C77_Folha_18-10-2022_10h15,4608,c77f,politics,2022,"""Essa pretensão de envolvimento desvirtuado e direto das Forças Armadas no pleito eleitoral vem sendo instrumentalizada concretamente por meio de inúmeras 'sugestões' feitas este Tribunal, a maior parte delas infundadas e sem qualquer suporte técnico, com o pretenso fim de dar maior confiabilidade ao sistema, sem nenhuma vulnerabilidade efetivamente apontar.""",-1
C27_Estadao_18-10-2007_00h04,1034,c27e,sports,2007,A partir daí virou festa.,1
C99_OGlobo_19-10-2022_20h30,6184,c99o,politics,2022,"Posso lhes assegurar, portanto, que meu governo não adotará quaisquer atitudes que firam a liberdade de culto e de pregação ou criem obstáculos ao livre funcionamento dos templos.",-1
C6_OGlobo_23-09-2022_16h19,3139,c6o,politics,2022,"É razoável que muitos eleitores não queiram se expor nas ruas para não serem agredidos, o que está ficando muito recorrente.",1
C94_Folha_18-10-2022_18h44,5813,c94f,politics,2022,"Na sessão, Lira afirmou que fez um compromisso com líderes da base e da oposição para conversar sobre o mérito do projeto.",0
C16_Folha_21-08-2006_10h14,352,c16f,politics,2006,"Os deputados da bancada evangélica, por exemplo, já teriam perdido o apoio das igrejas ligadas a eles.",1
